Time in Milliseconds, Duration from start, Key
1588718924566,39815,i
1588718924754,40003,n
1588718924905,40154,g
1588718925077,40326, 
1588718925396,40645,'
1588718925600,40849,m
1588718925859,41108,y
1588718926050,41299,s
1588718926220,41469,e
1588718926430,41679,l
1588718926580,41829,f
1588718926788,42037,.
1588718927057,42306,'
1588718927322,42571, 
1588718927661,42910,T
1588718927664,42913,Shift
1588718927937,43186,h
1588718928156,43405,i
1588718928397,43646,s
1588718928614,43863, 
1588718928783,44032,i
1588718928978,44227,s
1588718929177,44426, 
1588718929388,44637,a
1588718929658,44907, 
1588718929866,45115,p
1588718930132,45381,l
1588718930310,45559,a
1588718930533,45782,t
1588718930751,46000,i
1588718930911,46160,t
1588718931072,46321,u
1588718931293,46542,d
1588718931559,46808,e
1588718931742,46991, 
1588718931893,47142,t
1588718931976,47225,h
1588718932245,47494,a
1588718932390,47639,t
1588718932607,47856, 
1588718932738,47987,p
1588718932974,48223,e
1588718933199,48448,o
1588718933255,48504,p
1588718933519,48768,e
1588718933642,48891,l
1588718934221,49470, 
1588718934341,49590,h
1588718934500,49749,a
1588718934573,49822,v
1588718934728,49977,e
1588718934865,50114, 
1588718934980,50229,a
1588718935060,50309,s
1588718935237,50486,c
1588718935401,50650,r
1588718935543,50792,i
1588718935599,50848,b
1588718935747,50996,e
1588718935926,51175,d
1588718936054,51303, 
1588718936136,51385,t
1588718936224,51473,o
1588718936271,51520, 
1588718936417,51666,m
1588718936448,51697,e
1588718936665,51914,comma
1588718936729,51978, 
1588718936845,52094,a
1588718936906,52155,n
1588718936989,52238,d
1588718937089,52338, 
1588718937173,52422,Shift
1588718937227,52476,i
1588718937295,52544, 
1588718937366,52615,f
1588718937482,52731,i
1588718937557,52806,n
1588718937613,52862,d
1588718937989,53238,h
1588718938669,53918,t
1588718938837,54086,h
1588718938969,54218,e
1588718939104,54353, 
1588718939280,54529,p
1588718939391,54640,h
1588718939475,54724,r
1588718939645,54894,a
1588718939707,54956,s
1588718939774,55023,e
1588718939845,55094, 
1588718939961,55210,l
1588718939997,55246,a
1588718940109,55358,c
1588718940221,55470,k
1588718940311,55560,s
1588718940413,55662, 
1588718940521,55770,m
1588718940610,55859,e
1588718940738,55987,a
1588718940745,55994,n
1588718940919,56168,i
1588718940977,56226,n
1588718941100,56349,g
1588718941236,56485,.
1588718941326,56575, 
1588718941452,56701,Shift
1588718941494,56743,i
1588718941693,56942,n
1588718941803,57052, 
1588718941872,57121,t
1588718942049,57298,r
1588718942128,57377,u
1588718942280,57529,t
1588718942313,57562,h
1588718942544,57793,comma
1588718942628,57877, 
1588718942731,57980,b
1588718942814,58063,y
1588718942852,58101, 
1588718943064,58313,l
1588718943077,58326,e
1588718943220,58469,a
1588718943278,58527,v
1588718943368,58617,i
1588718943428,58677,n
1588718943500,58749,g
1588718943584,58833, 
1588718943696,58945,Shift
1588718943746,58995,i
1588718943808,59057, 
1588718943865,59114,w
1588718944049,59298,a
1588718944090,59339,s
1588718944170,59419, 
1588718944230,59479,s
1588718944356,59605,w
1588718945202,60451,e
1588718945397,60646,e
1588718945496,60745,k
1588718945720,60969,i
1588718945776,61025,n
1588718945848,61097,g
1588718945930,61179, 
1588718946017,61266,o
1588718946107,61356,n
1588718946205,61454,l
1588718946396,61645,y
1588718946435,61684, 
1588718946622,61871,o
1588718946680,61929,n
1588718946780,62029,e
1588718946851,62100, 
1588718946959,62208,t
1588718947003,62252,h
1588718947106,62355,i
1588718947180,62429,n
1588718947300,62549,g
1588718947414,62663,.
1588718947599,62848,Enter
1588718947759,63008,Enter
1588718947960,63209,Shift
1588718948003,63252,a
1588718948107,63356, 
1588718948232,63481,j
1588718948382,63631,o
1588718948428,63677,u
1588718948532,63781,r
1588718948624,63873,n
1588718948766,64015,e
1588718948880,64129,Y
1588718949072,64321,!
1588718949080,64329,Shift
